student_id,name,age,gender,email,phone,education_level,qualification,specialization,background,college_name,graduation_year,cgpa,backlogs,preferred_domain
STU04905,Teerth Chandra,24,Female,teerthchandra833@gmail.com,9792422243,Postgraduate,M.Sc,Data Science,Yes,"Loyola College, Chennai",2025,8.0,No,AI/ML
STU04906,Nimrat Dada,23,Female,nimratdada691@gmail.com,9985773590,Undergraduate,B.Sc,Computer Science,Yes,"St. Xavier's College, Mumbai",2024,7.88,No,MERN Stack
STU04907,Bhanumati Kulkarni,20,Male,bhanumatikulkarni460@gmail.com,9487887902,Undergraduate,B.Tech,Mechanical,No,"Mahatma Gandhi University, Kottayam",2026,6.68,No,Testing
STU04908,Karan Saxena,20,Male,karansaxena35@gmail.com,9456153142,Undergraduate,B.Sc,Mathematics,No,Cochin University of Science and Technology,2026,7.93,No,Business Analytics
STU04909,Anusha Mani,20,Female,anushamani678@gmail.com,9923760742,Undergraduate,B.Tech,Mechanical,No,"TKM College of Engineering, Kollam",2026,7.77,No,DevOps
STU04910,Timothy Sinha,16,Male,timothysinha280@gmail.com,9357694501,10th,10th,General,No,"Chinmaya Vidyalaya, Thrissur",2026,7.28,No,DevOps
STU04911,Noah Chatterjee,30,Female,noahchatterjee898@gmail.com,9479229271,Working Professional,M.Sc,Data Science,Yes,"St. Thomas College, Thrissur",2020,6.77,No,Business Analytics
STU04912,Megha Sangha,21,Female,meghasangha921@gmail.com,9869664937,Undergraduate,B.Sc,Computer Science,Yes,"Sacred Heart College, Thevara",2026,9.32,No,AI/ML
STU04913,Oscar Krishna,18,Male,oscarkrishna160@gmail.com,9760663324,12th,12th,Science,No,"Kendriya Vidyalaya No. 1, Kozhikode",2026,8.12,No,Business Analytics
STU04914,Patrick Mannan,23,Male,patrickmannan912@gmail.com,9774134795,Undergraduate,B.Tech,ECE,No,National Institute of Technology Calicut,2025,6.5,No,AI/ML
STU04915,Vedant Gupta,21,Female,vedantgupta179@gmail.com,9623599280,Undergraduate,BA,English,No,Cochin University of Science and Technology,2026,7.36,No,UI/UX Design
STU04916,Alka Swaminathan,20,Male,alkaswaminathan350@gmail.com,9536622552,Diploma,Diploma,Mechanical,No,"Government Polytechnic College, Kannur",2026,7.67,Yes,DevOps
STU04917,Isha Nath,28,Female,ishanath88@gmail.com,9351842824,Working Professional,M.Tech,CSE,Yes,Indian Institute of Technology Madras,2022,7.52,No,MERN Stack
STU04918,Aradhana Dugar,21,Male,aradhanadugar426@gmail.com,9931913464,Undergraduate,B.Tech,Civil,No,"University of Kerala, Thiruvananthapuram",2026,8.18,No,Python
STU04919,Jonathan Rajan,21,Male,jonathanrajan741@gmail.com,9719744927,Undergraduate,B.Tech,IT,Yes,College of Engineering Trivandrum,2026,8.19,No,PHP
STU04920,Mason Prabhakar,20,Male,masonprabhakar264@gmail.com,9630466269,Undergraduate,BCA,Computer Applications,Yes,"University of Kerala, Thiruvananthapuram",2026,6.76,No,Angular
STU04921,Zehaan Natarajan,26,Female,zehaannatarajan454@gmail.com,9198786681,Working Professional,M.Tech,CSE,Yes,College of Engineering Trivandrum,2024,6.7,Yes,DevOps
STU04922,Ikbal Rama,18,Female,ikbalrama612@gmail.com,9639829447,12th,12th,Commerce,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2026,8.09,No,Angular
STU04923,Dhriti Lall,25,Male,dhritilall276@gmail.com,9238058026,Postgraduate,M.Sc,Data Science,Yes,"Sacred Heart College, Thevara",2024,8.08,No,Flutter
STU04924,Manan Kurian,18,Male,manankurian571@gmail.com,9221626723,12th,12th,Commerce,No,"Loyola School, Thiruvananthapuram",2026,6.9,No,Python
STU04925,Gautami Varughese,25,Male,gautamivarughese27@gmail.com,9566846631,Working Professional,M.Sc,Data Science,Yes,"St. Xavier's College, Mumbai",2025,8.55,No,React
STU04926,Aditya Mand,30,Female,adityamand885@gmail.com,9419691540,Working Professional,M.Sc,Data Science,Yes,Indian Institute of Technology Madras,2020,6.52,No,Python
STU04927,Janaki Lata,27,Male,janakilata229@gmail.com,9487346338,Working Professional,MCA,Computer Applications,Yes,Indian Institute of Technology Madras,2024,7.85,No,Python
STU04928,Tanveer Tank,22,Male,tanveertank346@gmail.com,9422025981,Undergraduate,B.Tech,ECE,No,"Anna University, Chennai",2026,6.31,Yes,DevOps
STU04929,Mekhala Brahmbhatt,24,Female,mekhalabrahmbhatt585@gmail.com,9919226215,Postgraduate,MBA,Business Administration,No,"St. Xavier's College, Mumbai",2026,8.04,No,Python
STU04930,Ranbir Ravel,25,Female,ranbirravel566@gmail.com,9310643133,Undergraduate,BA,English,No,"University of Kerala, Thiruvananthapuram",2024,7.67,No,Data Science
STU04931,Oviya Chada,22,Female,oviyachada398@gmail.com,9963941433,Postgraduate,MCA,Computer Applications,Yes,"Christ University, Bengaluru",2026,7.47,No,Data Science
STU04932,Udant Garg,24,Female,udantgarg873@gmail.com,9993782448,Undergraduate,BBA,Business Administration,No,Indian Institute of Technology Madras,2023,8.21,No,Business Analytics
STU04933,Thomas Mittal,16,Female,thomasmittal678@gmail.com,9533582715,10th,10th,General,No,"Loyola School, Thiruvananthapuram",2026,7.76,No,Python
STU04934,George Mann,24,Female,georgemann841@gmail.com,9862034902,Postgraduate,M.Sc,Data Science,Yes,"Jain University, Bengaluru",2025,7.74,No,Flutter
STU04935,Farhan Batra,20,Male,farhanbatra79@gmail.com,9196185696,Undergraduate,B.Tech,Mechanical,No,National Institute of Technology Calicut,2026,6.2,Yes,Testing
STU04936,Rushil Majumdar,18,Female,rushilmajumdar922@gmail.com,9281982233,12th,12th,Science,No,"St. Thomas Higher Secondary School, Thrissur",2026,5.84,No,Python
STU04937,Sarthak Bajwa,24,Male,sarthakbajwa19@gmail.com,9331424137,Working Professional,M.Sc,Data Science,Yes,"St. Xavier's College, Mumbai",2025,7.59,No,DevOps
STU04938,Janaki Venkatesh,24,Female,janakivenkatesh637@gmail.com,9475140203,Postgraduate,MCA,Computer Applications,Yes,National Institute of Technology Calicut,2026,7.06,Yes,DevOps
STU04939,Omisha Bose,18,Female,omishabose36@gmail.com,9354996562,12th,12th,Science,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2026,7.97,No,Data Science
STU04940,Ranbir Gopal,18,Male,ranbirgopal82@gmail.com,9963131804,12th,12th,Science,No,"Loyola School, Thiruvananthapuram",2026,7.69,No,Business Analytics
STU04941,Balendra Sarin,23,Male,balendrasarin269@gmail.com,9310485371,Undergraduate,BA,English,No,"Anna University, Chennai",2024,9.16,No,MEARN Stack
STU04942,Raghav Mangal,22,Male,raghavmangal639@gmail.com,9239643075,Undergraduate,B.Tech,CSE,Yes,Rajagiri School of Engineering and Technology,2026,8.54,No,Angular
STU04943,Rayaan Munshi,25,Female,rayaanmunshi637@gmail.com,9958268777,Working Professional,M.Sc,Data Science,Yes,"Maharaja's College, Ernakulam",2024,8.79,No,Python
STU04944,Jairaj Chopra,20,Female,jairajchopra19@gmail.com,9987649744,Undergraduate,BCA,Computer Applications,Yes,"TKM College of Engineering, Kollam",2026,8.31,No,MEARN Stack
STU04945,Nilima Yohannan,30,Male,nilimayohannan900@gmail.com,9180023290,Working Professional,M.Tech,CSE,Yes,Indian Institute of Technology Madras,2018,8.42,No,AI/ML
STU04946,Chanakya Mody,21,Female,chanakyamody624@gmail.com,9421461979,Undergraduate,BCA,Computer Applications,Yes,Indian Institute of Technology Madras,2026,6.66,No,MEARN Stack
STU04947,Victor Kara,15,Male,victorkara130@gmail.com,9163159015,10th,10th,General,No,"Bhavan's Vidya Mandir, Kochi",2026,7.03,No,MERN Stack
STU04948,Wazir Sharma,15,Male,wazirsharma368@gmail.com,9336694469,10th,10th,General,No,"Government Higher Secondary School, Tripunithura",2026,7.43,No,AI/ML
STU04949,Chatresh Bir,23,Male,chatreshbir560@gmail.com,9896818335,Postgraduate,MBA,Business Administration,No,"Anna University, Chennai",2026,6.29,No,Business Analytics
STU04950,Tanveer Raju,16,Male,tanveerraju272@gmail.com,9542168167,10th,10th,General,No,"Government Higher Secondary School, Tripunithura",2026,7.03,No,Testing
STU04951,Elijah Das,20,Male,elijahdas584@gmail.com,9886214765,Undergraduate,B.Sc,Mathematics,No,"Maharaja's College, Ernakulam",2026,7.39,No,Python
STU04952,Tara Brar,17,Male,tarabrar934@gmail.com,9787404582,12th,12th,Science,No,"Chinmaya Vidyalaya, Thrissur",2026,8.73,No,UI/UX Design
STU04953,Omkaar Lall,20,Male,omkaarlall406@gmail.com,9974372947,Undergraduate,B.Tech,Mechanical,No,Cochin University of Science and Technology,2026,6.64,Yes,AI/ML
STU04954,Peter Bahri,23,Male,peterbahri388@gmail.com,9669774042,Postgraduate,MBA,Business Administration,No,"Jain University, Bengaluru",2026,6.66,No,UI/UX Design
STU04955,Vasatika Bumb,17,Female,vasatikabumb812@gmail.com,9652737676,12th,12th,Science,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2026,7.37,No,Angular
STU04956,Isaac Chana,20,Female,isaacchana47@gmail.com,9305866774,Undergraduate,B.Tech,ECE,No,"Jain University, Bengaluru",2026,7.65,No,AI/ML
STU04957,Mitesh Varty,22,Male,miteshvarty991@gmail.com,9692466470,Postgraduate,M.Sc,Data Science,Yes,Indian Institute of Technology Madras,2026,6.21,No,AI/ML
STU04958,Anay Chand,20,Male,anaychand824@gmail.com,9302794171,Undergraduate,B.Sc,Mathematics,No,"Christ University, Bengaluru",2026,7.15,No,Python
STU04959,Aarush Chawla,16,Female,aarushchawla328@gmail.com,9161518851,10th,10th,General,No,"Chinmaya Vidyalaya, Thrissur",2026,7.07,No,MERN Stack
STU04960,Gautami Chaudhary,20,Male,gautamichaudhary840@gmail.com,9484200671,Undergraduate,BBA,Business Administration,No,"Christ University, Bengaluru",2026,8.74,No,DevOps
STU04961,Falak Vohra,16,Female,falakvohra896@gmail.com,9878608437,10th,10th,General,No,"St. Thomas Higher Secondary School, Thrissur",2026,6.98,No,AI/ML
STU04962,Meghana Maharaj,30,Male,meghanamaharaj370@gmail.com,9563172888,Working Professional,MBA,Business Administration,No,"Mahatma Gandhi University, Kottayam",2022,7.73,No,Flutter
STU04963,Zaid Lad,18,Male,zaidlad65@gmail.com,9162874250,12th,12th,Science,No,"Kendriya Vidyalaya No. 1, Kozhikode",2026,7.29,No,Testing
STU04964,Yatan Patel,18,Female,yatanpatel99@gmail.com,9430609142,12th,12th,Science,No,"Government Higher Secondary School, Tripunithura",2026,7.61,No,React
STU04965,Rishi Dube,22,Male,rishidube352@gmail.com,9912965649,Undergraduate,B.Tech,Mechanical,No,"Model Engineering College, Kochi",2026,7.87,No,AI/ML
STU04966,Nikita Sarin,24,Male,nikitasarin91@gmail.com,9854512582,Postgraduate,MBA,Business Administration,No,"St. Albert's College, Kochi",2026,6.72,Yes,Data Science
STU04967,Raksha Bava,22,Female,rakshabava430@gmail.com,9588291164,Diploma,Diploma,ECE,No,"Government Polytechnic College, Kozhikode",2023,7.93,No,MEARN Stack
STU04968,Gabriel Rana,21,Male,gabrielrana562@gmail.com,9880588328,Undergraduate,B.Tech,ECE,No,"Model Engineering College, Kochi",2026,6.29,No,MERN Stack
STU04969,Teerth Misra,21,Male,teerthmisra403@gmail.com,9282392430,Undergraduate,BA,English,No,Cochin University of Science and Technology,2026,6.84,No,Flutter
STU04970,Ishwar Kapur,20,Female,ishwarkapur586@gmail.com,9936123052,Undergraduate,B.Tech,Mechanical,No,Rajagiri School of Engineering and Technology,2026,6.27,Yes,Data Science
STU04971,Nitesh Roy,20,Female,niteshroy657@gmail.com,9173752692,Undergraduate,BCA,Computer Applications,Yes,National Institute of Technology Calicut,2026,8.98,No,Python
STU04972,Upadhriti Konda,21,Male,upadhritikonda479@gmail.com,9407826804,Diploma,Diploma,CSE,Yes,"Government Polytechnic College, Kannur",2026,8.38,No,MEARN Stack
STU04973,Balveer Muni,27,Female,balveermuni981@gmail.com,9475623387,Working Professional,MBA,Business Administration,No,"St. Xavier's College, Mumbai",2023,6.11,Yes,UI/UX Design
STU04974,Rohan Aggarwal,24,Male,rohanaggarwal366@gmail.com,9871143088,Postgraduate,M.Tech,CSE,Yes,"Christ University, Bengaluru",2026,8.17,Yes,AI/ML
STU04975,Advaith Vala,20,Female,advaithvala496@gmail.com,9312867857,Diploma,Diploma,ECE,No,"Model Polytechnic College, Vadakara",2025,6.25,No,Flutter
STU04976,Yamini Kapoor,16,Male,yaminikapoor913@gmail.com,9266339831,10th,10th,General,No,"Government Higher Secondary School, Tripunithura",2026,8.22,No,Business Analytics
STU04977,Vedika Singh,22,Male,vedikasingh664@gmail.com,9361961820,Undergraduate,B.Tech,Civil,No,"Model Engineering College, Kochi",2026,7.66,No,DevOps
STU04978,Ekanta Bawa,18,Female,ekantabawa298@gmail.com,9489658277,12th,12th,Science,No,"Loyola School, Thiruvananthapuram",2026,6.7,No,Business Analytics
STU04979,Hredhaan Bail,22,Female,hredhaanbail871@gmail.com,9170160988,Undergraduate,B.Sc,Mathematics,No,Indian Institute of Technology Madras,2025,7.87,No,Data Science
STU04980,Aishani Sankaran,21,Male,aishanisankaran255@gmail.com,9599260346,Undergraduate,B.Tech,IT,Yes,"Anna University, Chennai",2026,7.99,No,DevOps
STU04981,Jackson Oak,23,Male,jacksonoak757@gmail.com,9242955612,Diploma,Diploma,CSE,Yes,"Government Polytechnic College, Thrissur",2022,7.95,Yes,Data Science
STU04982,Falguni Chandra,25,Male,falgunichandra667@gmail.com,9607914788,Working Professional,MBA,Business Administration,No,"Madras Christian College, Chennai",2025,7.74,No,Business Analytics
STU04983,Mekhala Mukhopadhyay,21,Female,mekhalamukhopadhyay799@gmail.com,9428264527,Diploma,Diploma,IT,Yes,"Government Polytechnic College, Palakkad",2024,9.1,No,Python
STU04984,Jatin Konda,20,Male,jatinkonda172@gmail.com,9852242485,Undergraduate,BCA,Computer Applications,Yes,National Institute of Technology Calicut,2026,7.68,No,AI/ML
STU04985,Lipika Natt,22,Male,lipikanatt933@gmail.com,9213773345,Diploma,Diploma,IT,Yes,"Government Polytechnic College, Kannur",2023,6.03,No,AI/ML
STU04986,Patrick Vyas,17,Male,patrickvyas148@gmail.com,9946388991,12th,12th,Commerce,No,"Chinmaya Vidyalaya, Thrissur",2026,8.64,No,Testing
STU04987,Janya Lala,21,Female,janyalala955@gmail.com,9711945812,Undergraduate,B.Tech,Mechanical,No,"Mahatma Gandhi University, Kottayam",2026,7.35,No,UI/UX Design
STU04988,Harita Menon,23,Male,haritamenon917@gmail.com,9179865338,Undergraduate,BCA,Computer Applications,Yes,Rajagiri School of Engineering and Technology,2024,6.91,Yes,React
STU04989,Rachana Kant,18,Male,rachanakant500@gmail.com,9222916781,12th,12th,Science,No,"Bhavan's Vidya Mandir, Kochi",2026,8.41,No,Business Analytics
STU04990,Gautam Konda,19,Male,gautamkonda246@gmail.com,9725881418,12th,12th,Arts,No,"Chinmaya Vidyalaya, Thrissur",2025,9.64,No,Data Science
STU04991,Ekansh Sha,16,Male,ekanshsha187@gmail.com,9532013053,10th,10th,General,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2026,8.49,No,AI/ML
STU04992,Ranbir Narain,23,Male,ranbirnarain386@gmail.com,9895393032,Undergraduate,B.Tech,ECE,No,College of Engineering Trivandrum,2025,6.27,No,MEARN Stack
STU04993,Shravya Shroff,20,Female,shravyashroff886@gmail.com,9127709863,Undergraduate,B.Tech,Mechanical,No,"University of Kerala, Thiruvananthapuram",2026,6.36,Yes,AI/ML
STU04994,Harshil Varma,21,Male,harshilvarma51@gmail.com,9164904246,Undergraduate,BA,English,No,"Sacred Heart College, Thevara",2026,6.33,No,Python
STU04995,Vaishnavi Baral,24,Female,vaishnavibaral237@gmail.com,9574121721,Working Professional,MCA,Computer Applications,Yes,"Jain University, Bengaluru",2025,5.92,Yes,MERN Stack
STU04996,Yatan Varty,24,Male,yatanvarty753@gmail.com,9592350250,Working Professional,MBA,Business Administration,No,"Christ University, Bengaluru",2025,9.35,No,React
STU04997,Anita Lall,24,Male,anitalall661@gmail.com,9336502491,Undergraduate,B.Com,Commerce,No,"University of Kerala, Thiruvananthapuram",2023,7.7,No,Business Analytics
STU04998,Prisha Chaudhry,22,Female,prishachaudhry650@gmail.com,9787286321,Diploma,Diploma,ECE,No,"Government Polytechnic College, Thrissur",2023,8.93,No,Python
STU04999,Ojas Thaker,30,Female,ojasthaker219@gmail.com,9949480153,Working Professional,MBA,Business Administration,No,"Madras Christian College, Chennai",2020,7.78,No,Python
STU05000,Pratyush Som,18,Male,pratyushsom803@gmail.com,9872217161,12th,12th,Commerce,No,"St. Joseph's Higher Secondary School, Kozhikode",2026,8.69,No,Python
STU05001,Upadhriti Choudhary,18,Female,upadhritichoudhary21@gmail.com,9176489253,12th,12th,Science,No,"St. Joseph's Higher Secondary School, Kozhikode",2026,7.62,No,Data Science
STU05002,Ekbal Jhaveri,19,Female,ekbaljhaveri654@gmail.com,9296965261,Diploma,Diploma,Mechanical,No,"Government Polytechnic College, Palakkad",2026,7.04,No,Python
STU05003,Alexander Dhingra,22,Female,alexanderdhingra808@gmail.com,9793353342,Postgraduate,MCA,Computer Applications,Yes,Rajagiri School of Engineering and Technology,2026,7.89,No,DevOps
STU05004,Aryan Padmanabhan,21,Female,aryanpadmanabhan160@gmail.com,9798021412,Undergraduate,BCA,Computer Applications,Yes,"Mahatma Gandhi University, Kottayam",2026,6.94,No,Angular
STU05005,Lohit Mane,18,Male,lohitmane190@gmail.com,9236563000,12th,12th,Science,No,"Loyola School, Thiruvananthapuram",2026,7.85,No,Data Science
STU05006,Charan Bandi,18,Male,charanbandi161@gmail.com,9866727499,12th,12th,Science,No,"Loyola School, Thiruvananthapuram",2026,8.08,No,Data Science
STU05007,Udyati Maharaj,15,Male,udyatimaharaj638@gmail.com,9541519659,10th,10th,General,No,"Loyola School, Thiruvananthapuram",2026,7.52,No,Data Science
STU05008,Zilmil Shah,22,Male,zilmilshah738@gmail.com,9768007112,Undergraduate,B.Sc,Mathematics,No,"Anna University, Chennai",2025,7.49,No,AI/ML
STU05009,Zansi Sama,22,Female,zansisama407@gmail.com,9710236006,Diploma,Diploma,CSE,Yes,"Government Polytechnic College, Palakkad",2023,6.23,No,Python
STU05010,Ekansh Rama,22,Female,ekanshrama223@gmail.com,9526189687,Undergraduate,B.Sc,Mathematics,No,"Maharaja's College, Ernakulam",2025,5.56,Yes,UI/UX Design
STU05011,Tripti Krishnamurthy,30,Female,triptikrishnamurthy910@gmail.com,9827362126,Working Professional,MCA,Computer Applications,Yes,Indian Institute of Technology Madras,2017,6.67,No,MERN Stack
STU05012,Eesha Chandran,24,Female,eeshachandran372@gmail.com,9228654893,Working Professional,M.Tech,CSE,Yes,"TKM College of Engineering, Kollam",2025,8.29,No,DevOps
STU05013,Caleb Keer,25,Male,calebkeer184@gmail.com,9719097454,Undergraduate,BCA,Computer Applications,Yes,College of Engineering Trivandrum,2021,7.2,No,MERN Stack
STU05014,Arya Yohannan,22,Female,aryayohannan34@gmail.com,9631784418,Undergraduate,B.Com,Commerce,No,Cochin University of Science and Technology,2025,7.2,Yes,Testing
STU05015,Tanay Patla,21,Male,tanaypatla170@gmail.com,9253982942,Diploma,Diploma,ECE,No,"Model Polytechnic College, Vadakara",2026,8.13,No,DevOps
STU05016,Gaurang Kumar,20,Male,gaurangkumar955@gmail.com,9414667850,Undergraduate,BA,English,No,"Jain University, Bengaluru",2026,6.19,Yes,DevOps
STU05017,Jhalak Sahota,22,Male,jhalaksahota888@gmail.com,9668856702,Undergraduate,B.Tech,CSE,Yes,"Anna University, Chennai",2026,5.6,Yes,MEARN Stack
STU05018,Kamala Goswami,16,Female,kamalagoswami669@gmail.com,9475886029,10th,10th,General,No,"Government Higher Secondary School, Tripunithura",2026,7.13,No,Business Analytics
STU05019,Chandani Mody,22,Male,chandanimody216@gmail.com,9599780889,Undergraduate,B.Tech,CSE,Yes,"Jain University, Bengaluru",2026,6.63,No,DevOps
STU05020,Yauvani Bhagat,20,Female,yauvanibhagat286@gmail.com,9690836590,Undergraduate,B.Tech,ECE,No,"Christ University, Bengaluru",2026,8.91,No,DevOps
STU05021,Anjali Chad,26,Female,anjalichad958@gmail.com,9865479453,Working Professional,MCA,Computer Applications,Yes,National Institute of Technology Calicut,2024,7.74,Yes,Python
STU05022,Oscar Rao,15,Female,oscarrao136@gmail.com,9229672510,10th,10th,General,No,"Loyola School, Thiruvananthapuram",2026,8.01,No,Data Science
STU05023,Mekhala Goda,22,Male,mekhalagoda485@gmail.com,9818754749,Undergraduate,BCA,Computer Applications,Yes,College of Engineering Trivandrum,2025,7.65,No,Data Science
STU05024,Pranav Bedi,22,Female,pranavbedi816@gmail.com,9384739014,Undergraduate,B.Sc,Mathematics,No,"Jain University, Bengaluru",2025,7.18,Yes,PHP
STU05025,Rachana Kumar,20,Female,rachanakumar11@gmail.com,9320744990,Undergraduate,BBA,Business Administration,No,"Jain University, Bengaluru",2026,8.75,No,Python
STU05026,Eesha Kota,23,Female,eeshakota684@gmail.com,9388323350,Postgraduate,M.Sc,Data Science,Yes,"Jain University, Bengaluru",2026,6.79,Yes,Data Science
STU05027,Urishilla Kashyap,19,Female,urishillakashyap88@gmail.com,9728298072,Diploma,Diploma,Civil,No,"Model Polytechnic College, Vadakara",2026,6.63,No,React
STU05028,Gaurangi Prakash,22,Male,gaurangiprakash119@gmail.com,9182609769,Postgraduate,M.Sc,Data Science,Yes,"Mahatma Gandhi University, Kottayam",2026,8.65,No,AI/ML
STU05029,Mugdha Karan,20,Female,mugdhakaran816@gmail.com,9724617019,Diploma,Diploma,ECE,No,"Government Polytechnic College, Kozhikode",2026,9.43,No,Data Science
STU05030,Anthony Seshadri,20,Male,anthonyseshadri264@gmail.com,9175901690,Undergraduate,B.Tech,Mechanical,No,"Jain University, Bengaluru",2026,6.94,No,Data Science
STU05031,Lila Sur,20,Male,lilasur384@gmail.com,9829753746,Undergraduate,B.Tech,Civil,No,"Christ University, Bengaluru",2026,7.75,No,Business Analytics
STU05032,Oviya Ghosh,20,Male,oviyaghosh444@gmail.com,9115097684,Undergraduate,B.Tech,Civil,No,Cochin University of Science and Technology,2026,9.21,No,Data Science
STU05033,Daniel Kari,30,Female,danielkari822@gmail.com,9308850369,Working Professional,M.Sc,Data Science,Yes,Indian Institute of Technology Madras,2018,7.85,No,Flutter
STU05034,Agastya Biswas,19,Male,agastyabiswas660@gmail.com,9655839976,12th,12th,Commerce,No,"Chinmaya Vidyalaya, Thrissur",2025,5.92,No,Flutter
STU05035,Peter Mital,17,Male,petermital191@gmail.com,9971412843,12th,12th,Science,No,"St. Joseph's Higher Secondary School, Kozhikode",2026,7.45,No,DevOps
STU05036,Zansi Solanki,19,Female,zansisolanki160@gmail.com,9701633084,12th,12th,Commerce,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2025,9.76,No,Flutter
STU05037,Vasatika Dewan,28,Male,vasatikadewan484@gmail.com,9409972090,Working Professional,M.Sc,Computer Science,Yes,"Sacred Heart College, Thevara",2021,7.87,No,MERN Stack
STU05038,Pallavi Baria,30,Male,pallavibaria585@gmail.com,9451895659,Working Professional,M.Sc,Data Science,Yes,"St. Thomas College, Thrissur",2019,6.16,No,AI/ML
STU05039,Sai Kumer,24,Female,saikumer749@gmail.com,9716443664,Postgraduate,MBA,Business Administration,No,Cochin University of Science and Technology,2026,8.88,No,Testing
STU05040,Ishaan Jain,30,Male,ishaanjain354@gmail.com,9756827416,Working Professional,M.Sc,Data Science,Yes,"Anna University, Chennai",2019,7.75,No,Data Science
STU05041,Saksham Nanda,23,Female,sakshamnanda819@gmail.com,9643492949,Postgraduate,M.Sc,Computer Science,Yes,Indian Institute of Technology Madras,2026,6.15,Yes,Python
STU05042,Vansha Luthra,22,Female,vanshaluthra741@gmail.com,9290046999,Undergraduate,BCA,Computer Applications,Yes,"Jain University, Bengaluru",2025,6.69,No,Python
STU05043,Bakhshi Bala,25,Female,bakhshibala400@gmail.com,9624550754,Undergraduate,B.Sc,Mathematics,No,Cochin University of Science and Technology,2022,6.73,No,Data Science
STU05044,Bachittar Mahal,20,Female,bachittarmahal244@gmail.com,9256772721,Undergraduate,BBA,Business Administration,No,Indian Institute of Technology Madras,2026,5.83,Yes,Testing
STU05045,Vinaya Basu,24,Female,vinayabasu895@gmail.com,9299614275,Undergraduate,B.Tech,ECE,No,"Jain University, Bengaluru",2024,7.62,No,MERN Stack
STU05046,Aarnav Toor,21,Female,aarnavtoor5@gmail.com,9686956662,Undergraduate,BCA,Computer Applications,Yes,"TKM College of Engineering, Kollam",2026,8.1,No,Flutter
STU05047,Sai Kunda,22,Female,saikunda205@gmail.com,9723910122,Undergraduate,BCA,Computer Applications,Yes,"Government Engineering College, Thrissur",2025,7.8,No,Python
STU05048,Adweta Mody,23,Female,adwetamody589@gmail.com,9536051138,Undergraduate,BCA,Computer Applications,Yes,"Anna University, Chennai",2024,6.96,Yes,DevOps
STU05049,Jagvi Dube,24,Female,jagvidube935@gmail.com,9244533931,Undergraduate,B.Tech,Mechanical,No,"Anna University, Chennai",2024,7.8,No,DevOps
STU05050,Yashasvi Mistry,28,Female,yashasvimistry56@gmail.com,9932450200,Working Professional,MCA,Computer Applications,Yes,"Mahatma Gandhi University, Kottayam",2022,8.64,No,Angular
STU05051,Oliver Sengupta,24,Female,oliversengupta904@gmail.com,9891792655,Postgraduate,MBA,Business Administration,No,"University of Kerala, Thiruvananthapuram",2026,7.29,No,Data Science
STU05052,Yashodhara Mital,18,Male,yashodharamital454@gmail.com,9535910243,12th,12th,Commerce,No,"Government Higher Secondary School, Tripunithura",2026,6.3,No,Business Analytics
STU05053,Wazir Chaudhary,23,Female,wazirchaudhary107@gmail.com,9410651390,Undergraduate,B.Sc,Mathematics,No,Cochin University of Science and Technology,2024,7.41,No,MERN Stack
STU05054,Ekapad Chandran,30,Male,ekapadchandran429@gmail.com,9266786875,Working Professional,M.Sc,Computer Science,Yes,"St. Xavier's College, Mumbai",2020,6.64,No,Flutter
STU05055,Falak Golla,21,Male,falakgolla186@gmail.com,9255827463,Diploma,Diploma,ECE,No,"Government Polytechnic College, Kalamassery",2024,6.29,No,Testing
STU05056,Gaurangi Oza,19,Female,gaurangioza997@gmail.com,9651059303,Diploma,Diploma,Civil,No,"Model Polytechnic College, Vadakara",2026,9.58,No,Testing
STU05057,Vasudha Chokshi,21,Female,vasudhachokshi104@gmail.com,9133559787,Undergraduate,B.Tech,Civil,No,"TKM College of Engineering, Kollam",2026,7.66,No,Testing
STU05058,Michael Narula,16,Male,michaelnarula306@gmail.com,9437233146,10th,10th,General,No,"Sarvodaya Vidyalaya, Thiruvananthapuram",2026,7.99,No,Data Science
STU05059,Oscar Dayal,22,Female,oscardayal726@gmail.com,9416492807,Postgraduate,M.Sc,Data Science,Yes,"Maharaja's College, Ernakulam",2026,7.35,No,Business Analytics
STU05060,Kamya Kumar,24,Female,kamyakumar357@gmail.com,9380452684,Undergraduate,BCA,Computer Applications,Yes,"Jain University, Bengaluru",2023,8.65,No,DevOps
STU05061,Yashoda Shroff,21,Female,yashodashroff960@gmail.com,9786049439,Undergraduate,B.Tech,ECE,No,"Government Engineering College, Thrissur",2026,7.79,No,DevOps
STU05062,Unni Khurana,23,Male,unnikhurana151@gmail.com,9135010109,Undergraduate,BCA,Computer Applications,Yes,Rajagiri School of Engineering and Technology,2024,7.8,No,MERN Stack
STU05063,Warda Tank,28,Male,wardatank311@gmail.com,9472128510,Working Professional,MBA,Business Administration,No,"Jain University, Bengaluru",2022,6.14,Yes,Business Analytics
STU05064,Sai Vyas,20,Female,saivyas762@gmail.com,9288973414,Undergraduate,BCA,Computer Applications,Yes,"Model Engineering College, Kochi",2026,7.7,No,MEARN Stack
